x5	y5
17.51980982	133.1192627
17.54358162	132.5557861
17.56735341	132.6439209
17.5911252	133.0228271
17.61489699	133.4261475
17.63866878	133.6593018
17.66244057	133.5963135
17.68621236	133.1646729
17.70998415	132.3363037
17.73375594	131.1182861
17.75752773	129.5435791
17.78129952	127.6671143
17.80507131	125.5523682
17.8288431	123.2730713
17.8526149	120.9005127
17.87638669	118.5037842
17.90015848	116.1448975
17.92393027	113.8753662
17.94770206	111.7337646
17.97147385	109.7457275
17.99524564	107.9227295
18.01901743	106.2618408
18.04278922	104.7474365
18.06656101	103.3514404
18.0903328	102.038208
18.11410459	100.7655029
18.13787639	99.49255371
18.16164818	98.17785645
18.18541997	96.7935791
18.20919176	95.3248291
18.23296355	93.78137207
18.25673534	92.20617676
18.28050713	90.67785645
18.30427892	89.32702637
18.32805071	88.34509277
18.3518225	87.99255371
18.37559429	88.61730957
18.39936608	90.65930176
