x4	y4
14.3819334	114.2762305
14.4057052	114.5860548
14.429477	114.8325985
14.4532488	115.0183849
14.4770206	115.1459894
14.5007924	115.2180327
14.5245642	115.2371744
14.548336	115.2061068
14.5721078	115.1275485
14.5958796	115.0042381
14.6196513	114.83893
14.6434231	114.6343847
14.6671949	114.3933678
14.6909667	114.1186422
14.7147385	113.8129631
14.7385103	113.4790732
14.7622821	113.1196973
14.7860539	112.7375377
14.8098257	112.33527
14.8335975	111.9155377
14.8573693	111.4809488
14.881141	111.0340728
14.9049128	110.5774295
14.9286846	110.1134962
14.9524564	109.6446967
14.9762282	109.1733992
15	108.7019136
15.0237718	108.2324874
15.0475436	107.7673031
15.0713154	107.3084753
15.0950872	106.8580476
15.118859	106.41799
15.1426307	105.9901987
15.1664025	105.5764856
15.1901743	105.178588
15.2139461	104.7981589
15.2377179	104.4367665
15.2614897	104.0958932
15.2852615	103.7769338
15.3090333	103.4811938
15.3328051	103.2098885
15.3565769	102.9641419
15.3803487	102.7449855
15.4041204	102.5533584
15.4278922	102.3901036
15.451664	102.2559725
15.4754358	102.1516209
15.4992076	102.0776097
15.5229794	102.0344054
15.5467512	102.0223796
15.570523	102.0418097
15.5942948	102.0928793
15.6180666	102.1756787
15.6418384	102.2902055
15.6656101	102.4363652
15.6893819	102.6139746
15.7131537	102.8227597
15.7369255	103.0623589
15.7606973	103.3323239
15.7844691	103.6321222
15.8082409	103.9611383
15.8320127	104.3186756
15.8557845	104.703959
15.8795563	105.1161369
15.903328	105.5542818
15.9270998	106.0174004
15.9508716	106.5044256
15.9746434	107.0142263
15.9984152	107.5456086
16.022187	108.0973194
16.0459588	108.6680499
16.0697306	109.2564384
16.0935024	109.8610748
16.1172742	110.480504
16.141046	111.1132299
16.1648177	111.7577174
16.1885895	112.4124065
16.2123613	113.0757018
16.2361331	113.7459868
16.2599049	114.4216269
16.2836767	115.1009732
16.3074485	115.782369
16.3312203	116.4641538
16.3549921	117.1446697
16.3787639	117.822266
16.4025357	118.4953058
16.4263074	119.1621681
16.4500792	119.8212661
16.473851	120.4710357
16.4976228	121.1099533
16.5213946	121.7365396
16.5451664	122.3493662
16.5689382	122.9470621
16.59271	123.5283212
16.6164818	124.0919085
16.6402536	124.6366688
16.6640254	125.1615325
16.6877971	125.6655217
16.7115689	126.1477669
16.7353407	126.6075016
16.7591125	127.0440786
16.7828843	127.4569764
16.8066561	127.8458079
16.8304279	128.210328
16.8541997	128.5504428
16.8779715	128.8662187
16.9017433	129.1578904
16.9255151	129.4258706
16.9492868	129.6707589
16.9730586	129.8933539
16.9968304	130.0946574
17.0206022	130.2758882
17.044374	130.4384912
17.0681458	130.5841465
17.0919176	130.7147811
17.1156894	130.8325775
17.1394612	130.9399854
17.163233	131.0397322
17.1870048	131.1348332
17.2107765	131.2286027
17.2345483	131.3246669
17.2583201	131.426972
17.2820919	131.5397979
17.3058637	131.6677689
17.3296355	131.815866
17.3534073	131.9894382
17.3771791	132.194215
17.4009509	132.4363184
17.4247227	132.722275
17.4484945	133.0590288
17.4722662	133.4539522
17.496038	133.9148653
